"","term","estimate","std_error","statistic","p_value","lower_ci","upper_ci"
"122","DM$developer: ANGELL ECHO TECHNOLOGY CULTURE MEDIA CO., LIMITED© anegllEcho 2011",-0.024,0.541,-0.045,0.964,-1.085,1.036
"123","DM$developer: ANGELL ECHO TECHNOLOGY CULTURE MEDIA CO., LIMITED© Angell Echo 2011",-0.741,0.498,-1.489,0.137,-1.717,0.235
"124","DM$developer: ANGELL ECHO TECHNOLOGY CULTURE MEDIA CO., LIMITED© AngellEcho 2012",-0.492,0.622,-0.79,0.429,-1.711,0.728
"125","DM$developer: ANHUI USTC iFlytek CO., LTD.© 2012 iFlytek. All rights reserved",-0.588,0.549,-1.071,0.284,-1.663,0.488
"126","DM$developer: Anson Shiong© 厦门同步网络有限公司",-0.481,0.519,-0.927,0.354,-1.499,0.536
"127","DM$developer: Antithesis Design",1.345,0.857,1.57,0.117,-0.335,3.026
"128","DM$developer: AnTuTu",-0.735,0.596,-1.234,0.217,-1.903,0.432
"129","DM$developer: 交通银行",0.433,0.664,0.652,0.514,-0.869,1.735
"130","DM$developer: 京东商城",-1.504,0.598,-2.515,0.012,-2.676,-0.332
"131","DM$developer: 土豆网",0.883,0.594,1.486,0.137,-0.282,2.048
"132","DM$developer: App Cookies© AC",-0.333,0.55,-0.607,0.544,-1.411,0.744
"133","DM$developer: App Street Software Private Limited© 2011 App Street Software Pvt. Ltd.",-0.794,0.551,-1.44,0.15,-1.874,0.287
"134","DM$developer: App4life Inc.© App4life Inc.",-0.171,0.833,-0.205,0.837,-1.803,1.461
"135","DM$developer: Apple Inc.© 2009, 2011 Apple Inc.",0.593,0.574,1.033,0.302,-0.532,1.717
"136","DM$developer: Apple Inc.© 2010-2012 Apple Inc. All rights reserved.",-1.282,0.508,-2.525,0.012,-2.278,-0.287
"137","DM$developer: Apple Inc.© 2010 - 2012 Apple Inc.",-1.574,0.494,-3.187,0.001,-2.541,-0.606
"138","DM$developer: Apple Inc.© 2011-2012 Apple Inc.",0.466,0.518,0.9,0.368,-0.549,1.481
"139","DM$developer: Apple Inc.© 2011, 2012 Apple Inc.",-1.409,0.508,-2.773,0.006,-2.404,-0.413
"140","DM$developer: Apple Inc.© 2012 Apple Inc.",-1.927,0.489,-3.942,0,-2.885,-0.969
"141","DM$developer: Apple Inc.© 2012 Apple Inc. All rights reserved.",-0.6,0.507,-1.183,0.237,-1.595,0.395
"142","DM$developer: Applibot Inc.",-1.527,0.857,-1.781,0.075,-3.208,0.153
"143","DM$developer: Apprizon LLC© Apprizon 2012",0.726,0.552,1.315,0.189,-0.356,1.807
"144","DM$developer: apps ios© meyou",0.072,0.549,0.132,0.895,-1.003,1.148
"145","DM$developer: Appsverse Inc.© Appsverse Inc.",-0.252,0.504,-0.499,0.618,-1.239,0.736
"146","DM$developer: Appsverse Inc.© Appsverse, Inc.",0.388,0.519,0.748,0.455,-0.629,1.405
"147","DM$developer: Apptly LLC© Apptly LLC",-0.19,0.522,-0.365,0.715,-1.213,0.832
"148","DM$developer: Apptly LLC© Apptly, LLC",0.076,0.539,0.141,0.888,-0.981,1.134
"149","DM$developer: ArcSoft© 2012 ArcSoft, Inc. All rights reserved.",-0.704,0.529,-1.33,0.184,-1.741,0.333
"150","DM$developer: Armor Games Inc© 2011 Ironhide Game Studio",-0.479,0.486,-0.986,0.324,-1.431,0.473
"151","DM$developer: Armor Games Inc© 2012 Toge Productions",-0.506,0.827,-0.612,0.541,-2.126,1.115
"152","DM$developer: Art In Games s.r.o.© Art In Games s.r.o.",-1.632,0.542,-3.014,0.003,-2.694,-0.571
"153","DM$developer: ASIA-PACIFIC TECHNOLOGY GROUP CO. LIMITED© 亞太科技集團有限公司",-1.023,0.56,-1.828,0.068,-2.12,0.074
"154","DM$developer: Asia App Limited© 2012 Asia App Limited",-0.602,0.826,-0.728,0.466,-2.221,1.018
"155","DM$developer: Astone Information Technology Co.,Ltd.© Astone",0.733,0.551,1.331,0.183,-0.347,1.813
"156","DM$developer: astragon Software GmbH© 2012 GIANTS Software GmbH",-0.452,0.502,-0.901,0.368,-1.435,0.531
"157","DM$developer: Ateam Inc.",-0.968,0.56,-1.729,0.084,-2.066,0.13
"158","DM$developer: Ateam Inc.© Ateam Inc.",-1.065,0.512,-2.082,0.037,-2.068,-0.062
"159","DM$developer: atebits© 2012 atebits LLC",0.451,0.676,0.667,0.505,-0.874,1.775
"160","DM$developer: Atico Mobile S.L.© 2012 AticoD",-0.392,0.5,-0.783,0.433,-1.372,0.589
"161","DM$developer: Atod AB© 2009 Atod AB",0.167,0.674,0.247,0.805,-1.155,1.488
"162","DM$developer: ATTOMEDIA Corp.© attomedia",-0.61,0.496,-1.231,0.218,-1.582,0.361
"163","DM$developer: ATYPICAL GAMES LLC© 2012 Revo Solutions s.r.l.",-0.291,0.494,-0.59,0.555,-1.258,0.676
"164","DM$developer: Audible, Inc.© 2012. Audible, Inc",-0.466,0.547,-0.851,0.395,-1.539,0.607
"165","DM$developer: Auer Media & Entertainment Corp.© Auer Media & Enterainment Corp",0.183,0.825,0.222,0.824,-1.433,1.799
"166","DM$developer: Autodesk Inc.",0.508,0.547,0.928,0.353,-0.564,1.581
"167","DM$developer: Autodesk© Autodesk Inc.",0.077,0.502,0.152,0.879,-0.908,1.061
"168","DM$developer: autohome.com.cn",-0.529,0.598,-0.885,0.376,-1.703,0.644
"169","DM$developer: Autohome© autohome.com.cn",-1.027,0.533,-1.927,0.054,-2.072,0.017
"170","DM$developer: AutoNavi Information Technology Co. Ltd.© 2009-2012 AutoNavi Information Technology Co. Ltd.",-1.142,0.504,-2.268,0.023,-2.13,-0.155
"171","DM$developer: AutoNavi Information Technology Co. Ltd.© 2010 autonavi Inc",0.073,0.537,0.136,0.892,-0.979,1.124
"172","DM$developer: AutoNavi Information Technology Co. Ltd.© 2012 AutoNavi Information Technology Co. Ltd.",-1.159,0.52,-2.229,0.026,-2.178,-0.14
"173","DM$developer: AutoNavi Information Technology Co. Ltd.Copyright ©2012 高德软件 AutoNavi. All Rights Reserved",-1.286,0.622,-2.068,0.039,-2.506,-0.067
"174","DM$developer: Auxbrain Inc",-0.071,0.561,-0.127,0.899,-1.171,1.028
"175","DM$developer: Auxbrain, Inc.© 2010 Auxbrain, Inc.",-0.399,0.501,-0.796,0.426,-1.382,0.583
"176","DM$developer: AVAST Software",1.153,0.568,2.028,0.043,0.039,2.266
"177","DM$developer: AZUMIO, inovacije v elektroniki in informacijskih tehnologijah d.o.o.© Azumio Inc.",0.367,0.593,0.618,0.537,-0.796,1.529
"178","DM$developer: B77 Entertainment",0.713,0.59,1.21,0.226,-0.442,1.869
"179","DM$developer: Backflip Studios Inc. (Privacy Policy )",0.685,0.674,1.016,0.31,-0.637,2.006
"180","DM$developer: Backflip Studios© 2010 Backflip Studios Inc.",-0.042,0.522,-0.08,0.936,-1.065,0.982
"181","DM$developer: Backflip Studios© 2011 Backflip Studios Inc.",-1.283,0.5,-2.564,0.01,-2.263,-0.302
"182","DM$developer: Backflip Studios© Backflip Studios",0.071,0.675,0.105,0.916,-1.252,1.394
"183","DM$developer: Bad Robot Interactive LLC© 2012 Bad Robot Interactive LLC",0.067,0.499,0.133,0.894,-0.911,1.044
"184","DM$developer: Baglan Dosmagambetov© Mobile Creators",-0.192,0.539,-0.356,0.722,-1.249,0.865
"185","DM$developer: Baidu Inc.",-0.347,0.549,-0.633,0.527,-1.422,0.728
"186","DM$developer: Baidu Int'l .Inc",1.779,0.663,2.683,0.007,0.479,3.079
"187","DM$developer: BaiGuang Liu© 2012 Huohua Team",-1.383,0.525,-2.633,0.008,-2.413,-0.353
"188","DM$developer: Bank of America",-0.182,0.596,-0.306,0.759,-1.35,0.985
"189","DM$developer: Bank of America© 2012 Bank of America Corporation",-0.372,0.519,-0.717,0.473,-1.39,0.645
"190","DM$developer: Bank of Communications© Bank of Communications Co., Ltd.",0.16,0.571,0.28,0.78,-0.96,1.28
"191","DM$developer: Baoyin Chen© MelonZone",0.032,0.564,0.056,0.955,-1.074,1.137
"192","DM$developer: Beeline Interactive Europe Ltd© 2011 Peanuts Worldwide LLC. All game code ©2011 Beeline Interactive, Inc.",-0.132,0.617,-0.214,0.83,-1.341,1.076
"193","DM$developer: Beeline Interactive Europe Ltd© Beeline Interactive Europe Ltd",-0.336,0.511,-0.657,0.511,-1.338,0.666
"194","DM$developer: Beeline Interactive, Inc.",0.235,0.598,0.392,0.695,-0.938,1.407
"195","DM$developer: BeFunky A.S© 2011 BeFunky Inc.",0.126,0.55,0.229,0.819,-0.953,1.204
"196","DM$developer: Beijing 1000 Oaks Hu Lian Technology Development© Renren Inc.",0.161,0.527,0.305,0.761,-0.873,1.194
"197","DM$developer: Beijing Astepgame Co., Ltd.© Beijing Astepgame Co., Ltd.",-0.046,0.585,-0.078,0.938,-1.192,1.101
"198","DM$developer: Beijing Baidu Netcom Science & Technology Co.,Ltd© 2011 Baidu Inc",-0.208,0.551,-0.377,0.706,-1.288,0.872
"199","DM$developer: Beijing Baidu Netcom Science & Technology Co.,Ltd© 2011 Baidu,Inc",-0.511,0.558,-0.917,0.359,-1.604,0.582
"200","DM$developer: Beijing Baidu Netcom Science & Technology Co.,Ltd© 2011 Baidu,Inc.",-0.221,0.622,-0.356,0.722,-1.44,0.998
"201","DM$developer: Beijing Baidu Netcom Science & Technology Co.,Ltd© 2012 Baidu Inc",-2.129,0.517,-4.12,0,-3.141,-1.116
"202","DM$developer: Beijing Baidu Netcom Science & Technology Co.,Ltd© 2012 Baidu, Inc.",-1.077,0.516,-2.087,0.037,-2.088,-0.066
"203","DM$developer: Beijing Baidu Netcom Science & Technology Co.,Ltd© 2012 Baidu,Inc",-2.598,0.518,-5.013,0,-3.613,-1.582
"204","DM$developer: Beijing Baidu Netcom Science & Technology Co.,Ltd© 2012 Baidu,Inc.",0.229,0.549,0.417,0.677,-0.847,1.305
"205","DM$developer: Beijing Baidu Netcom Science & Technology Co.,Ltd© 2012 Baidu.Inc",-3.737,0.549,-6.808,0,-4.812,-2.661
"206","DM$developer: Beijing Baihe online Technology Co., Ltd.© 百合婚恋交友网",-0.981,0.591,-1.659,0.097,-2.14,0.178
"207","DM$developer: BeiJing BaoFengWangJi Technology Co., Ltd© 北京暴风科技股份有限公司",0.004,0.517,0.007,0.994,-1.009,1.017
"208","DM$developer: Beijing Beat Media Co., Ltd.© 2011 marieclariechina.com",-0.345,0.573,-0.602,0.547,-1.469,0.779
"209","DM$developer: Beijing Beat Media Co., Ltd.© 2011 psychologies.com.cn",-0.563,0.521,-1.082,0.279,-1.584,0.457
"210","DM$developer: Beijing Beat Media Co., Ltd.© 2011. All Rights Reserved 北京必尔得广告有限公司",-0.789,0.55,-1.435,0.151,-1.868,0.289
"211","DM$developer: Beijing Beat Media Co., Ltd.© Copyright @ 2012 femina.com.cn",-0.503,0.831,-0.605,0.545,-2.131,1.126
"212","DM$developer: Beijing Caijing Magazine Limited© 哈佛商业评论杂志2012",-0.517,0.517,-0.999,0.318,-1.53,0.497
"213","DM$developer: Beijing Caijing Magazine Limited© Copyright Caijing Magazine. All Rights Reserved.",-0.442,0.519,-0.851,0.395,-1.458,0.575
"214","DM$developer: Beijing Chukong Aipu Technology Co.,Ltd.© 2012 PunchBox Studios",-1.54,0.491,-3.14,0.002,-2.502,-0.579
"215","DM$developer: Beijing Chukong Aipu Technology Co.,Ltd.© 广州谷得网络科技有限公司",-0.793,0.541,-1.465,0.143,-1.853,0.268
"216","DM$developer: Beijing Chukong Aipu Technology Co.,Ltd.© 智游网络",-0.615,0.551,-1.116,0.264,-1.695,0.465
"217","DM$developer: Beijing Chukong Aipu Technology Co.,Ltd.© 掌上明珠",-0.077,0.532,-0.145,0.885,-1.121,0.967
"218","DM$developer: Beijing Chukong Aipu Technology Co.,Ltd.© NEXON KOREA CORPORATION",0.524,0.541,0.968,0.333,-0.537,1.585
"219","DM$developer: Beijing Chukong Aipu Technology Co.,Ltd.© Punchbox studios 2012",-0.23,0.54,-0.426,0.67,-1.289,0.829
"220","DM$developer: Beijing Chukong Aipu Technology Co.,Ltd.© Punchbox Studios 2012",0.13,0.674,0.193,0.847,-1.19,1.45
"221","DM$developer: Beijing Chukong Aipu Technology Co.,Ltd.© UwinGame",0.346,0.673,0.514,0.607,-0.974,1.665
"222","DM$developer: Beijing CloudNet Internet Co, Ltd© ＠2011 mybaby.com.cn",-3.564,0.52,-6.855,0,-4.584,-2.545
"223","DM$developer: Beijing Dangdangwang Information Technology Co., Ltd.© Copyright (c) 2004-2011 当当网版权所有",-1.242,0.624,-1.989,0.047,-2.465,-0.018
"224","DM$developer: Beijing Dangdangwang Information Technology Co., Ltd.© Copyright (c) 2004-2012 当当网版权所有",-1.999,0.561,-3.567,0,-3.098,-0.901
"225","DM$developer: Beijing Dangdangwang Information Technology Co., Ltd.© Copyright (c) 2004-2013 当当网版权所有",-1.487,0.684,-2.173,0.03,-2.828,-0.146
"226","DM$developer: Beijing Elinasoft Technologies Company Limited©2012 Elinasoft Technologies Ltd. All Rights Reserved.",-1.328,0.51,-2.605,0.009,-2.327,-0.329
"227","DM$developer: Beijing Elinasoft Technologies Company Limited©2013 Elinasoft Technologies Ltd. All Rights Reserved.",-1.803,0.522,-3.456,0.001,-2.826,-0.781
"228","DM$developer: Beijing eLong Information Technology Co., Ltd.© 2012 eLong.com Inc.",-2.664,0.551,-4.832,0,-3.744,-1.583
"229","DM$developer: Beijing eLong Information Technology Co., Ltd.© eLong.com 2012",-2.184,0.551,-3.964,0,-3.263,-1.104
"230","DM$developer: Beijing Exodus Technology Co., LTD.© 2012 Exodus",-2.895,0.525,-5.517,0,-3.924,-1.866
"231","DM$developer: Beijing Fanyou Creative Technology Co., Ltd.© Beijing Fanyou Creative Technology Co., Ltd.",-0.654,0.541,-1.21,0.226,-1.714,0.406
"232","DM$developer: Beijing Globallink Computer Technology Co., Ltd.© 联众游戏",-0.392,0.825,-0.475,0.635,-2.009,1.226
"233","DM$developer: Beijing Huazhang Graphics&Information Co.,ltd© Hzbook",-0.874,0.829,-1.054,0.292,-2.499,0.751
"234","DM$developer: Beijing Inspiration Education Science Co., Ltd© LITTLE BEAN STUDIO",-0.719,0.526,-1.365,0.172,-1.75,0.313
"235","DM$developer: Beijing Iyuba Technology Co.Ltd© Beijing Iyuba Technology Co.Ltd",-0.355,0.518,-0.685,0.494,-1.371,0.661
"236","DM$developer: Beijing Kaixinren Information Technology Co. Ltd,© 2012 Kaixin001.com Inc.",-1.334,0.513,-2.598,0.009,-2.34,-0.328
"237","DM$developer: Beijing Kaixinren Information Technology Co. Ltd,© 开心网",-0.163,0.674,-0.241,0.809,-1.484,1.159
"238","DM$developer: Beijing kaiyishidai Network Technology Co., Ltd.© 北京窝窝团信息技术有限公司",-1.342,0.52,-2.579,0.01,-2.362,-0.322
"239","DM$developer: Beijing Kang Long Sheng Technologies, Ltd.© 2012 Lekan.com",0.091,0.529,0.173,0.863,-0.945,1.128
"240","DM$developer: Beijing Kang Long Sheng Technologies, Ltd.© 乐看",-0.455,0.535,-0.85,0.395,-1.503,0.594
"241","DM$developer: Beijing Kingsoft Cloud Network Technology Corporation Limited© 北京金山云网络技术有限公司",-0.472,0.591,-0.8,0.424,-1.63,0.686
"242","DM$developer: Beijing Kingsoft Internet Security software Co.Ltd© 2011 Beijing Kingsoft Internet Security software Co.,Ltd",-0.74,0.52,-1.421,0.155,-1.76,0.281
"243","DM$developer: Beijing Kingsoft Software Co., Ltd.© Beijing Kingsoft Software Co., Ltd",-2.187,0.548,-3.991,0,-3.262,-1.113
"244","DM$developer: Beijing Kuzhi Tech ltd© changba.com",-1.717,0.558,-3.079,0.002,-2.811,-0.624
"245","DM$developer: Beijing LaShou Network Technologies. Ltd© Beijing LaShou Network Technologies. Ltd",-0.67,0.551,-1.217,0.224,-1.751,0.41
"246","DM$developer: Beijing Lingdong Kuaipai Information Technology Co.,LTD© 灵动快拍",-0.403,0.68,-0.593,0.553,-1.736,0.93
"247","DM$developer: Beijing Mafengwo Network Technology Co.,Ltd.© 北京蚂蜂窝网络科技有限公司",-0.449,0.551,-0.814,0.415,-1.53,0.632
"248","DM$developer: Beijing Mafengwo Network Technology Co.,Ltd.© Beijing Mafengwo Network Technology Co.,Ltd.",-0.079,0.574,-0.137,0.891,-1.203,1.046
"249","DM$developer: Beijing Mafengwo Network Technology Co.,Ltd.© 蚂蜂窝",-0.369,0.593,-0.623,0.533,-1.532,0.793
"250","DM$developer: BEIJING MEILISHIKONG NETWORK TECHNOLOGIES CO., LTD.Copyright ©2012 Meilishuo.com",-0.346,0.526,-0.657,0.511,-1.378,0.686
"251","DM$developer: Beijing MIOT Technology Ltd.© 2011-2012,Beijing MIOT Technology Ltd.",-2.112,0.574,-3.677,0,-3.238,-0.986
"252","DM$developer: Beijing Mtime Network Technology Co., Ltd© 2012 Mtime.com",0.074,0.829,0.089,0.929,-1.551,1.698
"253","DM$developer: Beijing Nuomi Wang Technology Development Co., Ltd© 北京糯米网科技发展有限公司",-1.633,0.521,-3.134,0.002,-2.654,-0.612
"254","DM$developer: Beijing Qihoo Technology Co LtdCopyright©2005-2012 Qihoo 360 All Rights Reserved",-0.394,0.549,-0.718,0.473,-1.469,0.681
"255","DM$developer: Beijing Qiyi Century Science & Technology Co.,LTD.© 爱奇艺公司",-1.583,0.518,-3.059,0.002,-2.598,-0.569
"256","DM$developer: Beijing Qunar Information Technology Company Limit© 北京趣拿信息技术有限公司",-2.197,0.551,-3.988,0,-3.276,-1.117
"257","DM$developer: Beijing Qunar Information Technology Company LimitBeijing Qunar Information Technology Company Limit © 北京趣拿信息技术有限公司",-1.883,0.551,-3.419,0.001,-2.963,-0.804
"258","DM$developer: Beijing Rayli Magazine House© 瑞丽",-1.038,0.52,-1.995,0.046,-2.057,-0.018
"259","DM$developer: Beijing Rayli Magazine House© Rayli",-1.318,0.551,-2.394,0.017,-2.398,-0.239
"260","DM$developer: Beijing Shenzhou Road Information Technology Co., Ltd.© 北京神州讯路科技有限公司",-1.523,0.54,-2.82,0.005,-2.582,-0.464
"261","DM$developer: Beijing ShiWan Intertive Information Technology Co., Ltd.©2012 Beijing ShiWan Intertive Information Technology Co,. Ltd. All Rights Reserved.",-0.567,0.532,-1.064,0.287,-1.61,0.477
"262","DM$developer: Beijing Sincetimes Technology Co., Ltd© 北京华清飞扬通信技术有限公司",-2.958,0.551,-5.371,0,-4.038,-1.879
"263","DM$developer: Beijing Sincetimes Technology Co., Ltd© 腾讯公司",-0.117,0.517,-0.227,0.821,-1.131,0.896
"264","DM$developer: Beijing Sixiangshiguang Technology Ltd.© Enmoli Inc.",-0.737,0.558,-1.321,0.187,-1.831,0.357
"265","DM$developer: Beijing Sogou Technology Development Co.,Ltd.© Beijing Sogou Technology Development Co.,Ltd",-0.472,0.549,-0.86,0.39,-1.548,0.604
